TLID,FNODE,TNODE,LENGTH
62057938,14170,14032,236.3964
62057939,14149,14102,70.41644
62057941,14123,14170,126.93586
62057944,14171,14149,28.16663
62057945,14171,14123,164.27234
62057946,14336,14324,47.66652
62057947,14302,14274,146.63548
62057948,14434,14302,178.35186
62057949,14324,14337,58.14785
62057950,14417,14337,81.092
62057952,14551,14435,145.59411
62057953,14274,14434,296.31234
62057954,14274,14287,189.12757
62057955,14469,14429,76.05778
62057956,14497,14442,61.63137
62057957,14554,14462,104.51929
62057958,14543,14554,100.2841
62057959,14755,14554,234.10157
62057960,14543,14455,106.2745
62057961,14542,14543,44.40418
62057962,14629,14543,103.92934
62057963,14628,14629,77.70731
62057964,14754,14629,140.33998
62057965,14488,14468,111.24805
62057966,14488,14398,109.13793
62057967,14658,14488,210.51616
62057968,14478,14488,215.86527
62057969,14569,14525,68.35432
62057970,14569,14477,189.22173
62057971,14658,14659,33.30312
62057972,14667,14658,88.80835
62057973,14667,14569,121.11558
62057974,14733,14667,76.87737
62057975,14591,14598,72.75977
62057976,14755,14754,111.01046
62057977,14754,14765,78.19811
62057978,14816,14755,95.75958
62057979,14825,14816,68.82169
62057980,14874,14816,92.78848
62057981,14867,14874,89.22968
62057982,14942,14874,60.62408
62057983,14765,14722,44.7886
62057984,14883,14765,167.89334
62057985,14824,14733,129.91805
62057986,14710,14733,79.61461
62057987,14824,14830,155.65569
62057988,14912,14830,100.92457
62057989,14830,14883,121.58407
62057990,14894,14824,86.61204
62057991,14796,14824,163.87285
62057992,14894,14912,123.33394
62057993,14950,14912,41.14805
62057994,14893,14894,199.81863
62057995,14927,14894,41.14849
62057996,14477,14478,99.90931
62057997,14511,14477,179.50714
62057998,14516,14511,78.19809
62057999,14642,14681,98.8049
62058000,14717,14681,98.8049
62058001,14732,14716,8.66152
62058002,14441,14516,102.60072
62058003,14591,14516,140.80415
62058004,14607,14591,34.1785
62058005,14746,14640,112.60229
62058006,14581,14460,145.53213
62058007,14800,14665,169.54667
62058009,14681,14710,75.07785
62058010,14796,14710,122.94581
62058011,14805,14796,79.61466
62058012,14866,14804,95.27672
62058013,14746,14732,178.45925
62058016,14742,14746,67.167
62058017,14742,14652,87.3264
62058018,14695,14742,98.80578
62058021,14764,14746,28.25703
62058022,14842,14764,114.77023
62058023,14666,14695,34.64754
62058024,14665,14695,65.43148
62058025,14759,14800,142.99177
62058026,14964,14800,218.29875
62058028,14942,14754,363.59227
62058029,15016,14942,100.91953
62058030,14951,15016,301.34109
62058031,15125,15016,114.7552
62058032,15147,15125,123.3339
62058033,15177,15125,44.70287
62058035,15124,15147,47.663
62058037,15124,15077,61.72009
62058038,14991,15086,146.28617
62058039,15106,15086,42.23968
62058040,15086,15124,119.15764
62058041,14883,14951,82.19715
62058042,14991,14951,98.55951
62058043,14912,14991,146.28702
62058044,15007,14991,28.15993
62058046,15116,15007,158.11575
62058050,15044,14927,145.52029
62058053,15154,15106,70.39962
62058054,15116,15154,159.22907
62058055,15222,15154,90.0666
62058056,15115,15116,77.70727
62058057,15114,15115,77.70726
62058060,15284,15285,33.30315
62058064,15154,15276,258.8869
62058065,15378,15276,81.04648
62058066,15379,15284,70.16831
62058067,15494,15379,104.51813
62058069,15222,15378,313.56553
62058070,15461,15378,78.73272
62058071,15460,15461,44.40419
62058072,15416,15460,182.81943
62058073,15613,15460,134.11198
62058074,15231,15222,56.17687
62058075,15336,15231,89.41087
62058076,15325,15336,89.22965
62058077,15231,15116,109.13821
62058078,15325,15115,187.2261
62058079,15324,15325,88.8083
62058080,15324,15114,184.90991
62058081,15314,15324,89.22964
62058082,15416,15336,123.69784
62058083,14981,14973,56.17689
62058084,14893,14981,97.82819
62058085,14981,15044,169.86085
62058086,15114,15044,70.17378
62058087,15123,15114,89.22964
62058088,15122,15123,133.21239
62058089,15122,15085,54.63192
62058090,15121,15122,77.70721
62058091,15146,15121,90.48203
62058092,14955,14949,122.41809
62058093,15134,14949,218.29375
62058094,15076,14955,153.76601
62058095,14964,14955,145.34939
62058096,15146,15095,53.14256
62058097,15145,15146,77.70719
62058098,15134,15145,89.22961
62058099,15221,15145,69.2942
62058100,15283,15134,153.76513
62058101,15161,15134,201.50102
62058102,15314,15123,167.90149
62058103,15306,15314,100.28404
62058104,15306,15122,169.53824
62058105,15347,15306,105.74596
62058106,15347,15121,195.65977
62058107,15377,15347,92.53168
62058108,15414,15221,202.73016
62058109,15283,15258,61.28691
62058110,15356,15283,61.7265
62058111,15377,15146,204.10698
62058112,15415,15377,95.32732
62058113,15415,15221,167.90918
62058114,15414,15415,122.11128
62058115,15356,15414,112.61835
62058116,15645,15414,222.87257
62058117,15368,15356,34.41111
62058118,15367,15368,88.80816
62058119,15586,15368,204.11544
62058120,14460,14277,197.88634
62058121,14535,14460,306.02781
62058122,14601,14549,69.17905
62058123,14534,14535,17.6865
62058124,14580,14534,76.04056
62058125,14535,14601,167.5238
62058126,14639,14601,93.48606
62058130,14795,14639,192.16179
62058131,14378,14459,116.43633
62058132,14565,14459,150.31555
62058133,14522,14564,68.36151
62058134,14459,14580,153.77352
62058135,14673,14580,191.92513
62058136,14649,14634,52.09389
62058138,14715,14673,68.3609
62058139,14837,14759,114.77612
62058140,14785,14759,147.3942
62058141,14799,14785,58.146
62058142,14795,14799,23.83205
62058143,14823,14795,93.48661
62058144,14785,14837,126.7266
62058145,14903,14837,81.05962
62058146,14911,14903,67.16701
62058147,14799,14911,161.62217
62058148,14924,14911,78.18843
62058149,14705,14715,79.61506
62058150,14854,14715,193.72697
62058151,14651,14705,93.48783
62058152,14836,14705,189.88429
62058153,14855,14823,88.96273
62058154,14855,14795,224.59359
62058155,14865,14855,47.66424
62058156,14854,14865,134.88631
62058157,14979,14854,145.54341
62058158,14467,14522,90.07532
62058159,14377,14472,152.08735
62058160,14521,14472,84.54107
62058161,14425,14597,282.24375
62058162,14649,14651,23.83221
62058163,14731,14651,84.78061
62058164,14472,14649,320.79258
62058165,14664,14649,101.4002
62058166,14680,14664,68.82262
62058167,14679,14680,111.01
62058168,14521,14680,239.06143
62058169,14573,14679,157.33316
62058170,14357,14521,246.61728
62058171,14573,14521,82.13421
62058172,14530,14573,76.04409
62058173,14605,14573,54.63885
62058174,14510,14530,34.24793
62058175,14663,14530,173.71022
62058176,14663,14679,201.3814
62058177,14694,14663,95.32962
62058181,14694,14638,61.65212
62058182,14803,14694,208.22777
62058183,14980,14964,68.82227
62058184,15161,15075,86.62091
62058185,14980,14903,97.33999
62058186,15060,14980,143.58019
62058187,14924,14823,143.41625
62058188,15153,15161,111.34763
62058189,15367,15161,174.65894
62058190,15176,15153,189.51082
62058191,15257,15153,97.83691
62058192,14911,15060,166.07396
62058193,15043,15060,89.22958
62058194,15043,14924,147.67803
62058195,15042,15043,99.90912
62058197,15160,14979,226.34706
62058198,15042,14855,230.08221
62058199,15059,15047,46.13061
62058200,14865,15059,209.08428
62058201,15059,15058,77.70707
62058202,15175,15176,88.8081
62058203,15323,15176,129.9363
62058204,15175,15113,51.9751
62058205,15305,15175,121.05129
62058206,15198,15175,222.69515
62058207,15355,15257,77.96014
62058208,15323,15257,174.438
62058209,15355,15367,111.34763
62058210,15493,15355,121.77843
62058211,15520,15355,294.74673
62058212,15612,15493,225.23896
62058213,15431,15323,251.84384
62058214,15268,15305,100.78635
62058215,15431,15305,150.54486
62058216,15220,15198,71.49658
62058217,15268,15198,112.64811
62058218,15282,15268,211.62952
62058219,15399,15431,235.68235
62058220,15569,15431,123.29311
62058221,15241,15160,96.12164
62058223,15144,15159,134.22397
62058224,15412,15159,219.10756
62058225,15028,14910,149.31696
62058226,15065,15028,95.32983
62058227,15319,15144,227.99291
62058228,15150,15028,123.23966
62058229,15189,15150,82.07108
62058230,15160,15220,102.90047
62058231,15282,15220,82.2072
62058232,15399,15282,92.81
62058234,15413,15241,157.384
62058235,15413,15399,123.33407
62058236,15542,15399,130.41736
62058237,15412,15413,99.79799
62058238,15600,15413,166.08907
62058239,15366,15412,226.20604
62058240,15319,15150,157.39133
62058241,15492,15319,184.56644
62058242,15366,15319,56.29176
62058243,15614,15432,264.90046
62058244,15614,15461,130.38356
62058245,15659,15614,85.0797
62058246,15613,15659,36.3782
62058247,15742,15659,121.58332
62058248,15571,15613,126.93059
62058249,15759,15614,121.7564
62058250,15853,15759,154.34135
62058251,15571,15416,140.3419
62058252,15580,15575,17.87302
62058253,15580,15336,221.03145
62058254,15587,15580,89.22966
62058255,15587,15325,238.02834
62058256,15601,15587,67.16699
62058257,15601,15324,251.49378
62058258,15742,15571,142.51975
62058259,15797,15742,70.39962
62058260,15797,15580,181.8947
62058261,15852,15797,112.61587
62058262,15741,15314,374.45715
62058263,15741,15674,136.33442
62058264,15853,15742,110.25898
62058265,16000,15853,224.3136
62058266,16128,16129,66.60628
62058267,16038,16013,25.98208
62058268,16128,16038,87.31554
62058269,16049,16038,255.47087
62058270,16127,16128,199.8188
62058271,15852,15587,221.03264
62058272,15923,15852,68.35372
62058273,15870,15601,219.3457
62058274,15870,15741,144.22381
62058275,15891,15741,121.76419
62058276,15891,15758,235.13781
62058277,15923,15870,54.63025
62058278,15984,15923,93.48242
62058279,15984,15891,89.71089
62058280,16012,15984,65.43002
62058281,16000,15923,96.11071
62058282,16136,16000,208.22442
62058283,16049,16000,61.72161
62058284,16127,16049,89.709
62058285,16012,15758,316.43756
62058286,16062,16012,93.48289
62058287,15646,15347,268.24602
62058288,15673,15646,90.482
62058289,15674,15306,318.8449
62058290,15646,15674,101.39994
62058291,15673,15377,259.86739
62058292,15828,15673,129.92353
62058293,15758,15646,97.82871
62058294,15973,15828,133.36187
62058295,15922,15645,227.66102
62058296,15586,15645,88.96161
62058297,15645,15672,37.53948
62058298,15828,15847,58.1456
62058299,15962,15973,89.22962
62058300,15951,15962,100.284
62058302,15971,15972,88.80818
62058303,15921,15922,88.80816
62058304,15971,15922,44.71011
62058305,16027,15971,61.64191
62058306,16101,16027,77.95817
62058307,16011,16027,134.33402
62058308,16101,16102,111.01022
62058309,16216,16101,121.26826
62058310,16135,16101,168.53081
62058311,16243,16244,166.51574
62058312,16230,16243,166.74077
62058313,16324,16243,86.60656
62058314,16230,16127,144.01581
62058315,16383,16324,60.6246
62058316,16323,16324,133.21255
62058317,16323,16230,100.92218
62058318,16414,16323,112.59043
62058319,16217,16136,172.92623
62058320,16274,16149,151.89123
62058321,16229,16274,88.95952
62058324,16367,16217,205.06395
62058325,16473,16414,146.3595
62058326,16570,16479,118.14035
62058327,16518,16570,90.06519
62058328,16517,16518,55.50523
62058329,16614,16518,215.05702
62058330,16517,16414,129.12595
62058331,16559,16517,174.43576
62058332,16498,16440,185.06277
62058334,16624,16559,245.80872
62058335,16569,16535,75.0776
62058336,16271,16226,69.21956
62058337,16271,16015,267.1911
62058338,16303,16271,95.32705
62058339,16322,16271,98.56156
62058340,16303,16384,130.3184
62058341,16313,16303,47.66357
62058342,16313,15973,366.48739
62058343,16349,16313,95.32724
62058344,16216,16198,68.82221
62058345,16224,16216,177.82741
62058346,16309,16216,100.93478
62058347,16349,15962,409.51452
62058348,16382,16349,105.74624
62058350,16404,16382,105.74636
62058351,16309,16302,122.41808
62058352,16398,16322,92.79527
62058353,16472,16398,92.79527
62058354,16440,16398,75.15056
62058356,16578,16472,141.28061
62058357,16558,16397,210.05392
62058358,16623,16578,64.5672
62058359,16558,16497,97.33427
62058360,16631,16558,130.24845
62058361,16409,16404,111.34765
62058362,16409,16309,125.75829
62058363,16423,16409,200.56795
62058365,16581,16557,289.794
62058366,16557,16760,246.78392
62058367,15658,15586,56.51609
62058368,15658,15367,252.18024
62058369,15921,15658,217.68774
62058370,15570,15493,70.18147
62058371,15704,15570,191.85065
62058372,15890,15570,259.86712
62058373,15569,15520,172.05614
62058374,15612,15520,89.72102
62058375,15671,15612,150.67275
62058376,15670,15569,78.7507
62058377,15542,15569,223.53598
62058378,15704,15612,75.15703
62058379,15806,15704,191.8516
62058380,15846,15704,129.9363
62058382,15732,15671,51.97576
62058383,15670,15671,77.70706
62058384,15781,15670,100.94197
62058385,15626,15670,202.80036
62058386,15889,15781,87.33592
62058387,15740,15781,148.41488
62058388,15890,15921,114.01123
62058389,16011,15921,97.33955
62058390,15846,15890,170.08203
62058391,15961,15983,112.3539
62058392,16215,15983,251.45233
62058393,15983,16011,137.64462
62058394,16135,16011,125.76025
62058395,15806,15846,170.08213
62058396,15961,15846,95.93114
62058397,15943,15961,101.40012
62058398,16010,15961,112.61982
62058399,15911,15943,103.23368
62058400,16010,15943,69.30033
62058403,16026,16010,90.48225
62058404,16026,15911,113.1602
62058406,16048,15889,147.68463
62058407,16061,16048,101.40018
62058408,15600,15542,142.99359
62058409,15626,15542,70.18694
62058410,15669,15626,105.74767
62058411,15657,15600,44.71535
62058412,15703,15600,200.93648
62058413,15821,15657,129.94651
62058414,15740,15626,97.84433
62058415,15657,15669,56.17699
62058416,15910,15821,77.96791
62058417,15931,15821,100.90943
62058418,15568,15366,197.83127
62058419,15492,15568,274.72608
62058420,15703,15568,100.94802
62058421,15774,15703,150.16283
62058422,15668,15721,116.17522
62058423,15887,15774,172.93947
62058424,15869,15740,104.54584
62058425,15888,15869,101.4002
62058426,15888,15669,184.94657
62058427,15910,15888,90.48236
62058428,15931,15910,37.44205
62058429,16037,15931,109.16193
62058430,15931,15868,122.57672
62058431,16061,15869,184.94356
62058433,16081,15888,187.26328
62058435,16025,16037,122.4179
62058436,16348,16037,330.88151
62058437,16095,15910,187.26526
62058438,16037,16088,110.60536
62058439,15868,15703,150.99412
62058440,15993,15868,301.9275
62058441,15993,15887,92.81622
62058442,16094,16025,201.04122
62058443,16145,16025,129.15945
62058444,16094,16060,36.3887
62058445,16165,16094,77.97163
62058446,16134,16094,95.32978
62058447,16224,16135,104.53757
62058448,16215,16224,100.28396
62058449,16321,16224,106.29133
62058450,16214,16215,88.80812
62058451,16413,16215,225.49396
62058452,16321,16309,167.41407
62058453,16423,16321,121.27132
62058454,16214,15961,268.76455
62058455,16223,16214,89.22958
62058456,16223,16010,226.31741
62058457,16228,16223,89.22957
62058458,16228,16026,217.70075
62058459,16254,16228,90.48227
62058460,16254,16048,219.11389
62058461,16287,16254,85.08278
62058462,16287,16061,240.39198
62058464,16413,16418,70.60186
62058465,16436,16413,135.72331
62058466,27550,27519,76.84906
62058469,16436,16223,244.82561
62058470,16436,16455,25.20782
62058471,16471,16496,25.98744
62058472,16496,16600,164.67733
62058473,16447,16436,178.73807
62058474,16447,16254,236.25176
62058475,16460,16447,89.22956
62058476,16460,16287,209.08893
62058477,16577,16460,138.60436
62058478,16459,16460,77.70704
62058479,16496,16601,139.04344
62058480,16600,16831,330.52592
62058481,16630,16577,77.96495
62058482,16606,16577,215.3207
62058483,16253,16095,166.08838
62058484,16299,16253,52.27542
62058485,16301,16253,56.52138
62058486,16286,16081,221.07848
62058488,16357,16299,68.90281
62058489,16301,16299,38.92915
62058490,16320,16301,61.18771
62058491,16505,16301,254.67571
62058492,16320,16120,241.54706
62058493,16348,16320,92.53277
62058494,16165,16145,146.63464
62058495,16252,16165,87.34352
62058496,16252,16308,201.08768
62058497,16332,16252,87.34364
62058498,16266,16252,100.28385
62058499,16308,16145,174.68354
62058500,16340,16308,34.65333
62058501,16340,16348,111.3475
62058504,16530,16339,233.91291
62058505,16408,16332,95.29892
62058506,16396,16332,204.19059
62058507,16459,16286,212.59806
62058508,16556,16459,243.20622
62058509,16606,16459,242.22965
62058510,16505,16348,201.89313
62058511,16531,16524,28.66887
62058512,16556,16505,82.30969
62058513,16641,16556,158.13506
62058514,16478,16408,77.97184
62058515,16477,16478,244.22178
62058516,16531,16340,238.08669
62058517,16530,16531,144.31294
62058518,16541,16530,79.61529
62058519,16541,16478,87.34364
62058520,16534,16541,255.46972
62058521,16621,16541,95.29879
62058522,14449,14496,76.04551
62058523,14471,14385,110.30647
62058524,14518,14471,93.4912
62058525,14541,14518,116.29364
62058526,14678,14518,195.79335
62058527,14704,14678,103.23444
62058528,14553,14541,45.24129
62058529,14553,14495,72.7816
62058530,14552,14553,88.80785
62058531,14662,14553,130.04756
62058532,14672,14662,78.18839
62058533,14730,14662,69.31249
62058534,14621,14672,112.66432
62058536,14803,14471,412.0801
62058537,14741,14678,64.583
62058538,14794,14741,211.49752
62058539,14704,14541,190.30453
62058540,14730,14704,103.23451
62058541,14802,14741,92.81826
62058542,14852,14802,235.31441
62058543,14815,14803,20.57833
62058544,14802,14815,141.05443
62058545,14910,14815,125.77977
62058546,14941,14910,103.23431
62058547,14853,14802,78.76023
62058548,14940,14853,228.01974
62058549,14794,14730,81.0756
62058550,14852,14794,95.94868
62058551,14873,14852,92.53341
62058552,14873,14672,260.87052
62058553,14902,14873,81.9388
62058554,14902,14621,340.89599
62058555,14939,14902,105.74914
62058556,14978,14902,86.64207
62058558,14487,14524,62.03743
62058559,14418,14487,177.93627
62058561,14325,14418,383.0747
62058562,14817,14524,423.50584
62058563,14620,14608,58.14737
62058564,14620,14602,51.45345
62058565,14602,14509,253.00092
62058566,14699,14602,158.15359
62058567,14777,14620,233.39248
62058568,14817,14811,117.50134
62058569,14923,15006,452.76141
62058570,14941,14853,97.35378
62058571,14989,14941,243.2062
62058572,14990,14941,76.89546
62058573,15084,14990,262.15781
62058574,15065,14990,84.78724
62058575,15188,15065,279.06099
62058576,15084,14989,97.85553
62058577,15143,15084,187.68476
62058578,14940,14852,89.43958
62058579,14978,14940,195.74573
62058580,14989,14940,72.78096
62058581,15057,14989,201.04287
62058582,14948,14939,111.34738
62058583,15143,15057,92.82166
62058584,15057,14978,89.44135
62058585,15083,14939,166.11219
62058586,15083,14948,223.26121
62058587,15174,15083,89.44217
62058588,15174,15024,266.43644
62058589,15189,15065,117.44774
62058590,15275,15189,248.69927
62058591,15376,15189,250.92149
62058592,15188,15084,97.85527
62058593,15256,15188,190.66077
62058594,15275,15188,102.89367
62058595,15365,15275,211.49763
62058596,15376,15275,118.1814
62058597,15491,15376,265.43047
62058598,15473,15492,123.33412
62058599,15668,15492,191.31934
62058600,15473,15376,97.35378
